Panel ID,Frequency_EMA,Monetary_EMA,Baby Cereal,Beer,Belacan,Bird Nest,Biscuits,Bouilon,Butter,CSD,Cake,Canned Product,Cereal Beverage,Cereals,Cheese,Chicken Essence,Choc/Nut Spread,Chocolate,Coconut Milk,Coffee,Condensed/Evap Milk,Confectionery,Cooking Oils,Cooking Sauces,Cordials,Creamer,Cultured Milk,Drinking Water,Eggs,Energy Drinks,Flour,Frozen Food,Fruit/Veg Juices,Ghee,Honey,Ice Cream,Instant Noodles,Instant Soup,Isotonic Drinks,Jam,Kaya,Liquid Milk,MSG,Margarine,Milk Powder-Adult,Milk Powder-Infant,Milk Powder-Kids,Peanut Butter,RTD Coffee,RTD Tea,Rice,Salad Dressing,Savoury Spread,Seasoning Powder,Snack,Soy Milk,Spagetti,Spirits,Sugar,Tea,Tonic Food Drink,Wine,Yoghurt Drink,Yoghurts,BMI,Income,Ethnicity,Lifestage,Strata,#HH,location
Panel 316066101,1.530914969261078,160.05963227346783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.099999999999966,8.90000000000004,8.099999999999966,0.0,23.8000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,8.299999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.90000000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Obese,Income 3000 - 3999,South Malay,Teens Aches,Urban,1-3 Member HH,South
Panel 316068101,15.34767622700159,2.51957493583531,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income >5000,South Others,Matured Families,Urban,5 Member HH,South
Panel 316072101,1.791937261332329,6.088012354459563,0.0,0.0,0.0,0.0,3.599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 3000 - 3999,South Chinese,Yankys,Urban,1-3 Member HH,South
Panel 316080101,1.0,64.52000437525929,0.0,0.0,0.0,0.0,7.599999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.800000000000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.399999999999995,7.400000000000056,0.0,0.0,0.0,6.800000000000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.400000000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Obese,Income >5000,South Chinese,Matured Families,Urban,5 Member HH,South
Panel 316083101,1.0633015850882443,57.02389280905321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Weight,Income 4000 - 4999,South Chinese,Teens Aches,Urban,4 Member HH,South
Panel 316089101,2.556092294839842,6.38014865265032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Over Weight,Income 3000 - 3999,South Others,Nesting Families,Urban,7+ Member HH,South
Panel 317007101,1.0,68.92969268264446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.6999999999999265,0.0,0.0,0.0,8.5,0.0,0.0,4.300000000000038,0.0,10.199999999999878,0.0,0.0,5.800000000000075,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.5,6.300000000000083,2.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,45.0,0.0,0.0,3.5,6.5,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,Obese,Income >5000,South Chinese,Matured Families,Urban,4 Member HH,South
Panel 317032101,1.219922311679689,30.51469659067478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,Healthy,Income 2000 - 2999,South Chinese,Empty Nesters,Urban,1-3 Member HH,South
Panel 317035102,1.041140954446625,42.033694366129986,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7000000000000126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income >5000,South Chinese,Empty Nesters,Urban,1-3 Member HH,South
Panel 317036101,3.4003326038322546,9.154356921337769,0.0,0.0,0.0,0.0,9.600000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 3000 - 3999,South Chinese,Matured Families,Urban,1-3 Member HH,South
Panel 317043102,1.7608359730083645,21.14646471418631,0.0,0.0,0.0,0.0,0.0,3.100000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.900000000000003,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3000000000000016,0.0,1.8000000000000076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Obese,Income < 1500,South Malay,Teens Aches,Urban,1-3 Member HH,South
Panel 317046101,3.0159294920189725,0.6030414016036392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.90000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,4.899999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Obese,Income 3000 - 3999,South Others,Teens and Toddlers,Urban,7+ Member HH,South
Panel 317047101,1.1101293119019129,32.42448477725007,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.799999999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 3000 - 3999,South Malay,Teens and Toddlers,Urban,7+ Member HH,South
Panel 317048101,1.758788432900417,12.207546454875166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.100000000000012,0.0,0.0,0.0,0.0,0.0,Over Weight,Income 2000 - 2999,South Malay,Teens and Toddlers,Urban,4 Member HH,South
Panel 317052101,1.0,118.00917057844023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.900000000000055,0.0,0.0,0.0,0.0,0.0,25.800000000000114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income >5000,South Malay,Teens Aches,Urban,5 Member HH,South
Panel 317054101,1.213036439815543,69.18686057452811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000074,0.0,0.0,0.0,0.0,0.0,Over Weight,Income 4000 - 4999,South Chinese,Teens and Toddlers,Urban,4 Member HH,South
Panel 317062101,1.2176595784269812,9.401648083425945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.099999999999998,Under Weight,Income 4000 - 4999,South Chinese,Matured Families,Urban,6 Member HH,South
Panel 317065101,1.4593529629697808,12.799267572516717,0.0,0.0,0.0,0.0,0.0,0.0,50.300000000000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.400000000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.699999999999978,0.0,0.0,0.0,0.0,0.0,Over Weight,Income >5000,South Malay,Teens Aches,Urban,7+ Member HH,South
Panel 317067101,1.0,54.508287378548665,0.0,0.0,0.0,0.0,8.59999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.299999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income >5000,South Chinese,Teens Aches,Urban,5 Member HH,South
Panel 317072101,1.7506851206097613,29.399477275173094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 2000 - 2999,South Malay,Teens and Toddlers,Urban,5 Member HH,South
Panel 317074101,1.1333324799471702,39.44610481024118,0.0,0.0,0.0,0.0,14.19999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.699999999999903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Weight,Income 4000 - 4999,South Chinese,Teens Aches,Urban,6 Member HH,South
Panel 317075101,1.4116197669012074,21.43492868419235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Over Weight,Income 4000 - 4999,South Chinese,Nesting Families,Urban,6 Member HH,South
Panel 317076101,1.3479086693490059,30.24168809481583,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.800000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Obese,Income < 1500,South Malay,Teens and Toddlers,Urban,7+ Member HH,South
Panel 318012102,2.3962084825270824,16.929552399343706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1.400000000000003,0.0,0.0,0.0,0.0,0.0,4.1000000000000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.899999999999987,0.0,0.0,0.0,0.0,0.0,Under Weight,Income < 1500,South Malay,Matured Families,Urban,1-3 Member HH,South
Panel 318025101,2.623490556683732,14.779073787431267,0.0,0.0,0.0,0.0,4.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,4.800000000000007,0.0,0.0,0.0,Healthy,Income 3000 - 3999,South Malay,Teens and Toddlers,Urban,5 Member HH,South
Panel 318031101,1.1857728693102696,43.13972767426183,0.0,0.0,0.0,0.0,12.40000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7999999999999874,21.899999999999906,0.0,0.0,10.30000000000004,0.0,0.0,0.0,0.0,0.0,4.59999999999999,0.0,2.1000000000000116,15.0,0.0,0.0,0.0,7.950000000000004,0.0,0.0,0.0,0.0,0.0,11.800000000000056,0.0,0.0,44.89999999999977,0.0,0.0,0.0,0.0,0.0,45.5,0.0,0.0,4.4000000000000075,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,Healthy,Income 3000 - 3999,South Others,Empty Nesters,Urban,1-3 Member HH,South
Panel 318032101,1.1326187916108847,24.041487173374904,0.0,0.0,0.0,0.0,4.6999999999999975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.899999999999997,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,Over Weight,Income < 1500,South Chinese,Empty Nesters,Urban,1-3 Member HH,South
Panel 318034101,4.654581836301717,2.5381329185010872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Over Weight,Income 2000 - 2999,South Chinese,Teens Aches,Urban,5 Member HH,South
Panel 318035101,1.085917375874671,11.050364101662202,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Obese,Income 1500 - 1999,South Malay,Teens Aches,Urban,4 Member HH,South
Panel 318036101,1.0199879141089334,22.196402402601453,0.0,0.0,0.0,0.0,4.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3999999999999972,0.0,0.0,0.0,0.0,3.800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Obese,Income 2000 - 2999,South Chinese,Matured Families,Urban,4 Member HH,South
Panel 318043101,2.1292703266505124,13.186767046208026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600000000000012,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Under Weight,Income 3000 - 3999,South Malay,Teens and Toddlers,Urban,4 Member HH,South
Panel 318044101,1.0634080052158865,23.642994081995102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6000000000000112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7999999999999736,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,4.150000000000021,0.0,0.0,0.0,0.0,0.0,2.6000000000000156,0.0,0.0,5.400000000000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 1500 - 1999,South Chinese,Teens Aches,Urban,6 Member HH,South
Panel 319011101,3.643889151360497,13.952440195763149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.199999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income < 1500,South Chinese,Teens and Toddlers,Urban,5 Member HH,South
Panel 319013101,1.8206950671360858,47.21933581845537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.299999999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.900000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 1500 - 1999,South Malay,Teens Aches,Urban,5 Member HH,South
Panel 319017101,1.317388660760521,21.57185949917142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.400000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.700000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 2000 - 2999,South Chinese,Matured Families,Urban,1-3 Member HH,South
Panel 319018101,1.0,27.73498510809256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7999999999999705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7999999999999825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.700000000000027,0.0,0.0,0.0,0.0,0.0,Obese,Income 2000 - 2999,South Malay,Matured Families,Urban,4 Member HH,South
Panel 319021101,1.0197098949559584,15.337789163140888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.600000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.700000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6000000000000005,Healthy,Income 2000 - 2999,South Chinese,Nesting Families,Urban,4 Member HH,South
Panel 320007101,49.0,0.2265191016199214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income >5000,South Malay,Teens Aches,Urban,5 Member HH,South
Panel 320020102,2.4317568694132174,18.083252822946598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.800000000000006,0.0,0.0,0.0,Under Weight,Income >5000,South Chinese,Teens and Toddlers,Urban,7+ Member HH,South
Panel 320027101,1.1848357897493302,18.600038786970718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Under Weight,Income 2000 - 2999,South Chinese,Empty Nesters,Urban,1-3 Member HH,South
Panel 320029101,2.0016422617819587,10.30796635520193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000008,0.0,0.0,0.0,0.0,0.0,2.8000000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,Income 1500 - 1999,South Chinese,Teens Aches,Urban,5 Member HH,South
